TransactionID,CustomerName,TextileType,Category,Region,SalespersonName,OrderDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod
1524,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/5/2024,216,6.86,1481.76,PayPal
1525,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/14/2024,507,29.14,14773.98,Bank Transfer
1526,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,John Doe,8/31/2024,170,10.14,1723.8,Credit Card
1527,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/16/2024,669,8.42,5632.98,Credit Card
1528,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/27/2024,381,19.84,7559.04,Bank Transfer
1529,XYZ Apparel,Denim,Blended Fabrics,Asia,Mike Johnson,9/14/2024,972,16.9,16426.8,Credit Card
1530,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/4/2024,571,7.8,4453.8,PayPal
1531,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/24/2024,329,23.59,7761.11,Credit Card
1532,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/24/2024,967,25.09,24262.03,Bank Transfer
1533,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/20/2024,791,16.08,12719.28,Bank Transfer
1534,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,9/5/2024,666,20.78,13839.48,PayPal
1535,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,8/25/2024,890,17.16,15272.4,Credit Card
1536,XYZ Apparel,Denim,Blended Fabrics,Asia,John Doe,9/22/2024,289,10,2890,Credit Card
1537,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/1/2024,853,13.63,11626.39,Credit Card
1538,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/2/2024,137,16.38,2244.06,PayPal
1539,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/10/2024,152,6.63,1007.76,PayPal
1540,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,Mike Johnson,9/18/2024,534,19.73,10535.82,PayPal
1541,XYZ Apparel,Silk Fabric,Natural Fibers,North America,John Doe,9/7/2024,916,27.53,25217.48,Bank Transfer
1542,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,Jane Smith,9/16/2024,740,6.05,4477,Cash
1543,ABC Textiles,Denim,Blended Fabrics,North America,John Doe,9/22/2024,678,17.21,11668.38,Credit Card
1544,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/7/2024,696,25.98,18082.08,Cash
1545,ABC Textiles,Denim,Blended Fabrics,Europe,Jane Smith,9/16/2024,412,20.28,8355.36,Bank Transfer
1546,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,8/31/2024,797,15.13,12058.61,PayPal
1547,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/12/2024,657,25.45,16720.65,Bank Transfer
1548,XYZ Apparel,Denim,Natural Fibers,Europe,Jane Smith,9/2/2024,523,17.58,9194.34,Credit Card
1549,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/4/2024,197,11.22,2210.34,Credit Card
1550,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Jane Smith,9/7/2024,675,29.87,20162.25,Credit Card
1551,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,8/29/2024,436,15.22,6635.92,PayPal
1552,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/5/2024,976,5.62,5485.12,PayPal
1553,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/2/2024,420,17.08,7173.6,PayPal
1554,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,John Doe,9/8/2024,679,20.06,13620.74,Credit Card
1555,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/12/2024,113,5.05,570.65,Cash
1556,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Jane Smith,9/7/2024,451,28.03,12641.53,PayPal
1557,XYZ Apparel,Denim,Blended Fabrics,Asia,Mike Johnson,8/26/2024,657,26.96,17712.72,Bank Transfer
1558,XYZ Apparel,Denim,Blended Fabrics,North America,Mike Johnson,9/10/2024,236,18.42,4347.12,Cash
1559,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/8/2024,940,22.27,20933.8,PayPal
1560,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/18/2024,857,5.91,5064.87,Bank Transfer
1561,ABC Textiles,Denim,Blended Fabrics,Europe,John Doe,9/20/2024,525,23.05,12101.25,Bank Transfer
1562,XYZ Apparel,Denim,Blended Fabrics,Europe,Jane Smith,9/21/2024,535,25.34,13556.9,Bank Transfer
1563,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,8/27/2024,518,24.21,12540.78,Bank Transfer
1564,XYZ Apparel,Denim,Natural Fibers,North America,John Doe,9/18/2024,527,22.9,12068.3,PayPal
1565,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,8/29/2024,460,18.24,8390.4,Bank Transfer
1566,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/6/2024,819,24.5,20065.5,Credit Card
1567,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,Mike Johnson,8/29/2024,300,21.36,6408,Credit Card
1568,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,Mike Johnson,9/7/2024,244,7.03,1715.32,Bank Transfer
1569,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/9/2024,328,9.21,3020.88,PayPal
1570,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,8/27/2024,210,22.33,4689.3,Cash
1571,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/17/2024,163,24.91,4060.33,Bank Transfer
1572,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Jane Smith,9/1/2024,944,22.06,20824.64,Cash
1573,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,John Doe,8/26/2024,163,20.37,3320.31,Cash
1574,ABC Textiles,Denim,Natural Fibers,North America,John Doe,8/30/2024,710,6.32,4487.2,PayPal
1575,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/6/2024,412,6.34,2612.08,PayPal
1576,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,John Doe,9/8/2024,174,13.28,2310.72,Cash
1577,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,8/31/2024,584,9.85,5752.4,Cash
1578,ABC Textiles,Silk Fabric,Natural Fibers,Asia,John Doe,9/6/2024,812,11.31,9183.72,Bank Transfer
1579,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/10/2024,377,15.89,5990.53,Bank Transfer
1580,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,8/29/2024,767,28.58,21920.86,Credit Card
1581,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Jane Smith,8/26/2024,181,6.93,1254.33,Cash
1582,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/22/2024,668,6.64,4435.52,PayPal
1583,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Mike Johnson,8/26/2024,255,7.47,1904.85,Credit Card
1584,XYZ Apparel,Denim,Natural Fibers,North America,John Doe,9/4/2024,118,13.72,1618.96,Cash
1585,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/4/2024,362,13.22,4785.64,PayPal
1586,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,8/30/2024,618,9.94,6142.92,Bank Transfer
1587,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/1/2024,322,16.71,5380.62,Bank Transfer
1588,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/6/2024,323,19.56,6317.88,Cash
1589,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Jane Smith,8/24/2024,275,8.22,2260.5,Bank Transfer
1590,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/7/2024,413,24.33,10048.29,Credit Card
1591,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/9/2024,206,8.76,1804.56,PayPal
1592,ABC Textiles,Silk Fabric,Natural Fibers,North America,Jane Smith,9/16/2024,409,19.99,8175.91,PayPal
1593,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/10/2024,634,18.1,11475.4,Cash
1594,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,9/5/2024,978,12.4,12127.2,PayPal
1595,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,John Doe,8/30/2024,565,10.1,5706.5,PayPal
1596,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/11/2024,784,23.86,18706.24,Bank Transfer
1597,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,8/28/2024,844,19.93,16820.92,PayPal
1598,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,9/14/2024,334,20.65,6897.1,Bank Transfer
1599,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/21/2024,273,15.05,4108.65,PayPal
1600,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,John Doe,9/7/2024,801,14.89,11926.89,Cash
1601,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/18/2024,293,23.5,6885.5,Bank Transfer
1602,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Jane Smith,8/27/2024,612,19.58,11982.96,PayPal
1603,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Mike Johnson,8/25/2024,847,14.21,12035.87,Bank Transfer
1604,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,8/30/2024,963,12.07,11623.41,Credit Card
1605,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,8/24/2024,939,11.69,10976.91,Bank Transfer
1606,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/12/2024,815,23.32,19005.8,Credit Card
1607,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/13/2024,896,5.31,4757.76,PayPal
1608,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,John Doe,9/14/2024,822,27.65,22728.3,PayPal
1609,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,Jane Smith,8/24/2024,609,20.41,12429.69,Bank Transfer
1610,XYZ Apparel,Denim,Natural Fibers,Europe,Mike Johnson,9/14/2024,708,7.95,5628.6,PayPal
1611,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/6/2024,819,21.56,17657.64,Bank Transfer
1612,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/9/2024,830,11.82,9810.6,PayPal
1613,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/22/2024,324,5.7,1846.8,Credit Card
1614,ABC Textiles,Denim,Blended Fabrics,Asia,Jane Smith,9/5/2024,888,8.85,7858.8,Bank Transfer
1615,ABC Textiles,Denim,Natural Fibers,Asia,John Doe,9/1/2024,866,21.9,18965.4,PayPal
1616,ABC Textiles,Denim,Natural Fibers,North America,Mike Johnson,9/18/2024,109,22.63,2466.67,PayPal
1617,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/20/2024,636,17.14,10901.04,Bank Transfer
1618,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Jane Smith,9/8/2024,441,27.19,11990.79,Bank Transfer
1619,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,Jane Smith,8/24/2024,867,12.91,11192.97,Cash
1620,XYZ Apparel,Denim,Blended Fabrics,Asia,John Doe,9/13/2024,147,22.86,3360.42,Credit Card
1621,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/17/2024,254,9.75,2476.5,Credit Card
1622,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,8/28/2024,673,11.45,7705.85,Credit Card
1623,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/16/2024,518,5.21,2698.78,Bank Transfer
1624,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/15/2024,181,11.17,2021.77,Credit Card
1625,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,John Doe,8/30/2024,307,18.1,5556.7,Credit Card
1626,XYZ Apparel,Cotton Fabric,Blended Fabrics,North America,Jane Smith,9/1/2024,287,16.52,4741.24,Credit Card
1627,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/21/2024,302,10.41,3143.82,Credit Card
1628,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/12/2024,849,14,11886,Credit Card
1629,XYZ Apparel,Denim,Blended Fabrics,Asia,Mike Johnson,8/25/2024,285,19.95,5685.75,Bank Transfer
1630,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,9/11/2024,592,20.78,12301.76,PayPal
1631,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/12/2024,434,10.42,4522.28,Credit Card
1632,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/1/2024,947,20.56,19470.32,Bank Transfer
1633,ABC Textiles,Denim,Blended Fabrics,Asia,Jane Smith,8/29/2024,180,7.77,1398.6,Bank Transfer
1634,ABC Textiles,Silk Fabric,Natural Fibers,Asia,John Doe,8/28/2024,838,12.52,10491.76,Cash
1635,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/6/2024,254,18.3,4648.2,Credit Card
1636,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Jane Smith,9/5/2024,992,24.39,24194.88,Cash
1637,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,John Doe,9/1/2024,954,20.03,19108.62,Cash
1638,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/20/2024,162,29.36,4756.32,Credit Card
1639,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,John Doe,8/24/2024,313,9.51,2976.63,Credit Card
1640,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/10/2024,642,14.51,9315.42,Cash
1641,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/8/2024,527,17.64,9296.28,Bank Transfer
1642,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,8/29/2024,329,10.87,3576.23,Bank Transfer
1643,ABC Textiles,Cotton Fabric,Natural Fibers,Asia,John Doe,9/22/2024,996,27.34,27230.64,Bank Transfer
1644,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/22/2024,288,20.18,5811.84,Cash
1645,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,John Doe,8/25/2024,528,8.24,4350.72,Bank Transfer
1646,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Jane Smith,9/10/2024,683,17.66,12061.78,Bank Transfer
1647,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,Mike Johnson,9/1/2024,642,22.97,14746.74,Credit Card
1648,XYZ Apparel,Silk Fabric,Blended Fabrics,Europe,Jane Smith,9/4/2024,687,14.75,10133.25,Credit Card
1649,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/10/2024,470,8.59,4037.3,Credit Card
1650,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,8/27/2024,166,24.85,4125.1,PayPal
1651,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/17/2024,421,12.98,5464.58,Bank Transfer
1652,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,9/21/2024,401,5.44,2181.44,PayPal
1653,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/3/2024,827,12.72,10519.44,Credit Card
1654,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,John Doe,8/30/2024,733,26.8,19644.4,Cash
1655,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,8/24/2024,171,27.68,4733.28,PayPal
1656,ABC Textiles,Woolen Fabric,Blended Fabrics,Asia,John Doe,8/24/2024,240,24.73,5935.2,PayPal
1657,XYZ Apparel,Denim,Blended Fabrics,North America,Jane Smith,9/5/2024,508,9.82,4988.56,Bank Transfer
1658,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,John Doe,8/26/2024,785,18.04,14161.4,Bank Transfer
1659,XYZ Apparel,Denim,Blended Fabrics,North America,John Doe,9/20/2024,845,19.99,16891.55,Bank Transfer
1660,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/10/2024,585,29.13,17041.05,Bank Transfer
1661,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Mike Johnson,9/18/2024,332,11.82,3924.24,Credit Card
1662,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/17/2024,314,9.16,2876.24,Bank Transfer
1663,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/11/2024,555,26.23,14557.65,Cash
1664,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/21/2024,474,19.45,9219.3,Bank Transfer
1665,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,9/5/2024,527,5.81,3061.87,PayPal
1666,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/4/2024,202,17.08,3450.16,Credit Card
1667,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/5/2024,726,26.64,19340.64,Credit Card
1668,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/7/2024,535,16.06,8592.1,PayPal
1669,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,8/30/2024,585,19.09,11167.65,PayPal
1670,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,Jane Smith,8/24/2024,556,27.22,15134.32,PayPal
1671,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,John Doe,8/28/2024,493,15.24,7513.32,Credit Card
1672,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Jane Smith,8/25/2024,422,27.26,11503.72,Credit Card
1673,ABC Textiles,Woolen Fabric,Blended Fabrics,North America,Jane Smith,9/15/2024,630,12.22,7698.6,Bank Transfer
1674,XYZ Apparel,Silk Fabric,Natural Fibers,North America,Jane Smith,9/10/2024,471,17.34,8167.14,PayPal
1675,ABC Textiles,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/12/2024,581,6.35,3689.35,Bank Transfer
1676,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/18/2024,139,28.19,3918.41,PayPal
1677,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/7/2024,765,6.78,5186.7,PayPal
1678,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/10/2024,258,16.99,4383.42,PayPal
1679,ABC Textiles,Woolen Fabric,Natural Fibers,North America,Mike Johnson,9/2/2024,892,26.09,23272.28,PayPal
1680,XYZ Apparel,Denim,Natural Fibers,Asia,Jane Smith,9/18/2024,585,8.2,4797,Bank Transfer
1681,ABC Textiles,Woolen Fabric,Natural Fibers,Europe,John Doe,9/8/2024,126,25.92,3265.92,Bank Transfer
1682,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,John Doe,9/4/2024,917,17.9,16414.3,Cash
1683,ABC Textiles,Silk Fabric,Natural Fibers,Europe,John Doe,8/24/2024,994,20.84,20714.96,Cash
1684,XYZ Apparel,Silk Fabric,Natural Fibers,Europe,Mike Johnson,9/17/2024,794,6.65,5280.1,Cash
1685,ABC Textiles,Denim,Natural Fibers,Asia,John Doe,9/15/2024,611,8.17,4991.87,Credit Card
1686,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/12/2024,264,16.01,4226.64,PayPal
1687,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,9/13/2024,772,10.83,8360.76,Bank Transfer
1688,XYZ Apparel,Woolen Fabric,Natural Fibers,Europe,Jane Smith,9/2/2024,574,17.67,10142.58,Credit Card
1689,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/19/2024,618,24.01,14838.18,PayPal
1690,XYZ Apparel,Denim,Natural Fibers,North America,Mike Johnson,9/18/2024,176,28.01,4929.76,Bank Transfer
1691,ABC Textiles,Silk Fabric,Natural Fibers,Asia,John Doe,9/20/2024,603,17.08,10299.24,Bank Transfer
1692,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/26/2024,340,28.74,9771.6,Bank Transfer
1693,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/6/2024,443,23.12,10242.16,Credit Card
1694,ABC Textiles,Silk Fabric,Natural Fibers,North America,Jane Smith,9/14/2024,667,7.77,5182.59,Cash
1695,XYZ Apparel,Denim,Natural Fibers,Asia,John Doe,9/12/2024,572,19.62,11222.64,Credit Card
1696,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,9/1/2024,116,21.94,2545.04,Cash
1697,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,8/24/2024,695,22.23,15449.85,Bank Transfer
1698,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/7/2024,842,29.33,24695.86,Bank Transfer
1699,ABC Textiles,Denim,Blended Fabrics,Europe,John Doe,8/28/2024,639,9.5,6070.5,Credit Card
1700,XYZ Apparel,Woolen Fabric,Blended Fabrics,North America,John Doe,9/3/2024,504,8.63,4349.52,Credit Card
1701,ABC Textiles,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/2/2024,999,10.21,10199.79,PayPal
1702,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,9/8/2024,961,14.24,13684.64,Bank Transfer
1703,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/11/2024,643,18.72,12036.96,Credit Card
1704,ABC Textiles,Denim,Natural Fibers,Asia,Jane Smith,9/9/2024,940,5.24,4925.6,Bank Transfer
1705,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,John Doe,9/13/2024,467,25.49,11903.83,Bank Transfer
1706,ABC Textiles,Woolen Fabric,Blended Fabrics,Europe,John Doe,8/28/2024,535,10.06,5382.1,PayPal
1707,XYZ Apparel,Cotton Fabric,Blended Fabrics,Asia,Mike Johnson,8/28/2024,772,13.5,10422,PayPal
1708,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,John Doe,8/27/2024,892,14.11,12586.12,PayPal
1709,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Mike Johnson,9/10/2024,790,26.15,20658.5,Bank Transfer
1710,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/15/2024,651,8.95,5826.45,PayPal
1711,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/16/2024,154,26.93,4147.22,Cash
1712,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/6/2024,121,24.7,2988.7,Credit Card
1713,XYZ Apparel,Woolen Fabric,Blended Fabrics,Europe,Mike Johnson,8/25/2024,855,6.16,5266.8,Bank Transfer
1714,ABC Textiles,Silk Fabric,Blended Fabrics,North America,Jane Smith,9/14/2024,162,28.65,4641.3,Bank Transfer
1715,XYZ Apparel,Cotton Fabric,Natural Fibers,Europe,John Doe,9/5/2024,691,8.49,5866.59,PayPal
1716,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/4/2024,755,23.16,17485.8,PayPal
1717,ABC Textiles,Silk Fabric,Blended Fabrics,Asia,Mike Johnson,9/11/2024,299,18.02,5387.98,Credit Card
1718,ABC Textiles,Cotton Fabric,Natural Fibers,Europe,John Doe,9/18/2024,386,16.42,6338.12,Bank Transfer
1719,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,8/27/2024,430,17.73,7623.9,Bank Transfer
1720,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,Jane Smith,9/5/2024,479,22.52,10787.08,Cash
1721,XYZ Apparel,Denim,Blended Fabrics,North America,John Doe,9/16/2024,718,6.48,4652.64,Credit Card
1722,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Mike Johnson,9/7/2024,720,5.08,3657.6,Credit Card
1723,XYZ Apparel,Silk Fabric,Blended Fabrics,Asia,John Doe,9/12/2024,751,19.06,14314.06,Bank Transfer
1724,XYZ Apparel,Silk Fabric,Blended Fabrics,North America,John Doe,8/30/2024,558,10.56,5892.48,Credit Card
1725,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Mike Johnson,9/12/2024,798,23.18,18497.64,Cash
1726,ABC Textiles,Silk Fabric,Natural Fibers,Europe,John Doe,9/22/2024,881,19.68,17338.08,PayPal
1727,XYZ Apparel,Denim,Natural Fibers,North America,Mike Johnson,9/10/2024,783,29.94,23443.02,Credit Card
1728,ABC Textiles,Silk Fabric,Natural Fibers,Asia,Mike Johnson,9/4/2024,796,8.04,6399.84,Credit Card
1729,XYZ Apparel,Woolen Fabric,Blended Fabrics,Asia,Mike Johnson,9/1/2024,785,12.72,9985.2,Credit Card
1730,XYZ Apparel,Woolen Fabric,Natural Fibers,Asia,Jane Smith,8/28/2024,475,18.31,8697.25,Credit Card
1731,XYZ Apparel,Denim,Natural Fibers,Europe,Mike Johnson,8/29/2024,967,11.64,11255.88,Cash
1732,ABC Textiles,Silk Fabric,Blended Fabrics,Europe,Mike Johnson,9/9/2024,580,7.97,4622.6,Cash
1733,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,Jane Smith,9/3/2024,186,24.29,4517.94,PayPal
1734,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Jane Smith,8/31/2024,886,29.02,25711.72,PayPal
1735,XYZ Apparel,Woolen Fabric,Natural Fibers,North America,John Doe,9/16/2024,999,20.8,20779.2,Bank Transfer
1736,ABC Textiles,Cotton Fabric,Natural Fibers,North America,Mike Johnson,8/27/2024,473,11.72,5543.56,Credit Card
1737,ABC Textiles,Denim,Blended Fabrics,Europe,John Doe,9/1/2024,778,18.12,14097.36,Cash
1738,XYZ Apparel,Cotton Fabric,Natural Fibers,North America,Jane Smith,9/5/2024,760,13.86,10533.6,PayPal
1739,ABC Textiles,Cotton Fabric,Blended Fabrics,Asia,John Doe,9/15/2024,570,23.46,13372.2,Bank Transfer
1740,XYZ Apparel,Cotton Fabric,Blended Fabrics,Europe,Jane Smith,8/24/2024,317,8.43,2672.31,PayPal
1741,ABC Textiles,Denim,Natural Fibers,Europe,John Doe,9/19/2024,895,15.57,13935.15,Credit Card
1742,ABC Textiles,Cotton Fabric,Blended Fabrics,Europe,Mike Johnson,8/27/2024,833,19.91,16585.03,Bank Transfer
1743,XYZ Apparel,Denim,Natural Fibers,Europe,John Doe,9/15/2024,266,28.28,7522.48,Cash
1744,ABC Textiles,Cotton Fabric,Blended Fabrics,North America,John Doe,9/9/2024,514,13,6682,Credit Card
1745,XYZ Apparel,Cotton Fabric,Natural Fibers,Asia,Jane Smith,9/18/2024,366,17.98,6580.68,Bank Transfer
1746,XYZ Apparel,Silk Fabric,Natural Fibers,Asia,Jane Smith,9/17/2024,357,25.02,8932.14,PayPal
